code,status,imported_t,url,creator,created_t,last_modified_t,product_name,quantity,brands,categories,labels,cities,purchase_places,stores,ingredients_text,traces,serving_size,serving_quantity,nutriscore_score,nutriscore_grade,main_category,image_url
7898950248091,published,2023-01-11T03:44:27,https://www.jones-pratt.com/,angelasanchez,173133295,387555731,Upgradable background conglomeration,300 g,"Nelson, Williams and Williamson","['area', 'enjoy', 'factor', 'itself']","['defense', 'world', 'fish']",Dixonland,use,Ltd,Technology teacher friend imagine price.,"['pressure', 'agent']",50 g,40,61,a,shoulder,https://placekitten.com/906/259
7898950834034,draft,2021-02-12T22:24:11,https://www.johnson.com/,dbennett,844232564,696130176,Programmable explicit product,100 g,Wells-Townsend,"['left', 'current', 'cup', 'participant']","['same', 'he', 'she']",Hayesmouth,news,LLC,Time fire opportunity drug themselves city enter.,"['site', 'old']",100 g,100,33,d,little,https://placekitten.com/276/921
7898951261013,draft,2021-12-27T19:22:47,http://house.org/,havila,1388796969,1158819220,Focused interactive policy,300 g,"Smith, Wheeler and Peterson","['experience', 'good', 'meet', 'western']","['gas', 'relationship', 'establish']",Stephenberg,tell,Group,Collection price floor newspaper market rest room ready.,"['administration', 'administration']",75 g,60,48,a,analysis,https://placekitten.com/803/98
7898953854190,published,2023-01-09T15:27:40,https://www.ramirez.biz/,murphylauren,65150814,1368411577,Cloned fresh-thinking framework,100 g,Spears Inc,"['be', 'full', 'anything', 'well']","['such', 'walk', 'history']",West Kent,ok,LLC,Hard direction herself a alone young try that.,"['account', 'four']",75 g,60,15,d,blue,https://dummyimage.com/747x282
7898954360010,draft,2021-08-28T22:56:10,https://www.flowers-norton.com/,lanerebecca,552290004,559981038,Proactive next generation forecast,200 g,Hodges LLC,"['step', 'benefit', 'social', 'community']","['nature', 'dog', 'now']",South Charlesmouth,production,LLC,Interest there else travel one major.,"['end', 'situation']",75 g,70,72,b,local,https://placekitten.com/963/248
7898954360027,published,2023-08-08T22:57:35,https://www.valdez.com/,myerskelly,1166882316,1521683043,Switchable tangible frame,200 g,Ferrell-Molina,"['book', 'seem', 'serve', 'every']","['it', 'beat', 'respond']",Port Michealfort,picture,Ltd,Method guy city still record beyond door.,"['own', 'go']",75 g,50,78,d,man,https://placekitten.com/150/238
7898954360034,draft,2023-01-01T23:59:56,https://www.benjamin.com/,snyderbrittney,590813312,1237821086,Balanced discrete open architecture,200 g,Saunders Inc,"['garden', 'young', 'read', 'could']","['modern', 'major', 'too']",Lake Angelafort,enough,Ltd,Process concern affect door.,"['person', 'leave']",100 g,20,20,d,list,https://picsum.photos/565/531
78903180,published,2021-11-01T19:04:49,https://wells.com/,osbornerobert,1157885268,1565922079,Profit-focused tangible emulation,300 g,Pierce LLC,"['red', 'eight', 'two', 'which']","['think', 'like', 'pick']",New Amber,its,Group,Explain hospital skin also him direction wish difference.,"['effect', 'difference']",50 g,50,9,c,sound,https://dummyimage.com/142x357
78907492,draft,2020-01-18T08:45:54,https://bryant.biz/,kristen00,607869759,1180043241,Centralized next generation throughput,100 g,Vaughn-Willis,"['hotel', 'interesting', 'quality', 'score']","['inside', 'foot', 'message']",Lake Kyle,build,PLC,Management matter evidence debate size property structure.,"['chair', 'student']",50 g,80,61,d,kid,https://dummyimage.com/722x464
78910942,draft,2020-08-26T01:32:52,http://bennett.info/,vwarren,876279040,1568081413,Realigned demand-driven monitoring,200 g,"Owens, Graves and Gibbs","['rule', 'series', 'early', 'past']","['spring', 'pick', 'rest']",South Samuel,less,LLC,Radio doctor there along.,"['together', 'leave']",50 g,30,10,a,rather,https://picsum.photos/623/950
78916081,draft,2022-12-19T09:28:18,https://douglas-clark.com/,kellygeorge,104005990,851381313,Enhanced mission-critical process improvement,100 g,"Moore, Lawrence and Jensen","['watch', 'read', 'marriage', 'too']","['than', 'thing', 'alone']",North Michellebury,next,and Sons,Collection bar offer else energy.,"['best', 'pressure']",75 g,50,19,c,if,https://picsum.photos/402/345
7898080640826,draft,2022-04-14T15:41:24,https://chan.info/,meaganhernandez,349443140,1054963733,Operative dedicated throughput,200 g,Hodge LLC,"['far', 'her', 'study', 'business']","['class', 'smile', 'business']",South Kellyton,whose,PLC,Service research lay politics big result recognize challenge.,"['forward', 'develop']",100 g,70,59,a,whether,https://dummyimage.com/277x442
7898137930764,published,2020-07-29T15:30:34,http://www.morales-durham.com/,bscott,973471546,1349307213,Virtual 24/7 Graphical User Interface,100 g,"Stephenson, Macdonald and Gomez","['sister', 'nothing', 'stop', 'radio']","['with', 'just', 'law']",Suareztown,executive,Inc,Be note challenge national care.,"['scientist', 'moment']",100 g,100,21,b,difference,https://picsum.photos/644/168
7898184030110,published,2022-11-14T16:12:56,https://www.chang-daugherty.biz/,grobinson,1613598421,1208571785,Virtual zero administration encryption,200 g,Alvarez-Potts,"['improve', 'opportunity', 'change', 'usually']","['effect', 'cover', 'water']",Lake Whitney,tree,Ltd,Thus newspaper born risk.,"['possible', 'response']",75 g,80,12,d,far,https://dummyimage.com/821x923
7898184532973,draft,2020-08-16T12:02:23,http://www.mcdonald.com/,williamsandrew,591838674,597720689,Reactive actuating strategy,100 g,Dyer-Wells,"['somebody', 'put', 'catch', 'writer']","['doctor', 'sea', 'push']",New Raymondville,enjoy,LLC,Responsibility and five movie heavy idea yourself.,"['least', 'treat']",50 g,50,6,e,life,https://dummyimage.com/11x837
7898215151708,draft,2023-05-08T05:25:43,https://www.garcia.info/,gilesglenn,968257801,1093571783,Down-sized coherent intranet,300 g,Sandoval and Sons,"['certain', 'hope', 'new', 'six']","['around', 'daughter', 'near']",New Rachelberg,off,PLC,Early stuff knowledge cover generation play.,"['mean', 'animal']",75 g,50,66,c,trouble,https://picsum.photos/274/901
7898261660056,draft,2021-02-19T09:44:41,http://www.williamson-boyd.net/,geoffreyhoward,756673384,254477066,Customer-focused discrete instruction set,200 g,Smith-Hardy,"['event', 'focus', 'piece', 'push']","['treatment', 'establish', 'claim']",Brownstad,skill,PLC,Feeling around case course.,"['big', 'teach']",75 g,70,93,e,mean,https://placekitten.com/502/843
7898292886760,draft,2020-08-22T19:05:38,https://owens.com/,tylermartin,590789828,222591542,Innovative client-driven alliance,300 g,Rios Ltd,"['rich', 'music', 'wait', 'hit']","['firm', 'them', 'stand']",Port Shanemouth,chair,PLC,Travel child best move trade bag.,"['activity', 'mother']",50 g,60,27,b,hold,https://picsum.photos/785/403
7898341432627,published,2021-08-01T12:01:36,http://barnes.biz/,joshua89,1620249006,1342642596,Intuitive user-facing process improvement,100 g,"Smith, Medina and Nelson","['computer', 'prepare', 'institution', 'worry']","['occur', 'table', 'sign']",Johnsonside,suggest,PLC,Card section human wife set.,"['product', 'or']",75 g,50,10,e,store,https://dummyimage.com/19x31
7898501600033,published,2023-03-05T19:23:43,http://hendrix.com/,pecklauren,1643145768,880123618,Configurable human-resource hierarchy,200 g,Moss PLC,"['painting', 'until', 'yes', 'character']","['worker', 'fish', 'never']",South Kellyport,indeed,Ltd,West board within me anything.,"['pass', 'beat']",100 g,50,78,e,respond,https://picsum.photos/436/966
7898501600897,published,2021-03-31T23:30:04,http://www.mercado.org/,nelsonjoseph,325341230,1170953384,Ergonomic 6thgeneration product,100 g,Huff-Peck,"['which', 'sometimes', 'who', 'office']","['surface', 'herself', 'wonder']",Watsonhaven,set,LLC,New Democrat bank form eye development.,"['I', 'sense']",50 g,50,76,e,fact,https://placekitten.com/794/551
7898908593181,published,2023-08-10T10:28:55,https://collins.net/,robin75,1128853652,9240217,Integrated transitional archive,200 g,Copeland Group,"['election', 'behavior', 'baby', 'owner']","['actually', 'almost', 'together']",Alifort,citizen,and Sons,Somebody way ground standard bed site onto myself.,"['hospital', 'my']",100 g,70,79,e,to,https://picsum.photos/756/128
7898909864020,published,2020-11-08T03:08:45,http://www.parrish.com/,sarasingleton,1226389477,121384600,Visionary clear-thinking analyzer,100 g,Fitzgerald Group,"['best', 'scientist', 'red', 'kid']","['box', 'she', 'power']",Rodriguezland,society,Inc,Happen music will war onto yard.,"['style', 'claim']",75 g,100,84,d,popular,https://dummyimage.com/989x595
7898915414967,published,2022-07-13T04:28:23,http://www.scott-williams.com/,timothy23,653140539,728659631,Secured responsive open system,300 g,Zimmerman Ltd,"['of', 'main', 'phone', 'final']","['modern', 'data', 'garden']",North Pamelamouth,plant,Ltd,City amount night six hit indicate could.,"['drug', 'management']",75 g,90,48,e,treat,https://picsum.photos/621/392
7898918450016,draft,2020-02-15T16:33:26,https://ward.org/,shaneelliott,364262028,795908525,Profit-focused zero administration capability,100 g,Perry PLC,"['participant', 'value', 'record', 'myself']","['TV', 'thank', 'performance']",Tammyside,in,Inc,Along approach decide than ball.,"['north', 'generation']",75 g,80,48,a,we,https://dummyimage.com/829x494
7896326100202,published,2022-12-27T16:45:11,https://manning-torres.biz/,clarkmegan,564222633,1600903299,Enhanced intangible help-desk,200 g,Brown Ltd,"['put', 'thousand', 'power', 'any']","['lawyer', 'main', 'oil']",Jonesbury,evidence,LLC,Show office election character of later.,"['name', 'production']",100 g,30,0,e,budget,https://dummyimage.com/505x881
7896341131168,published,2020-03-30T07:17:13,https://www.velazquez.com/,santiagojesus,46361536,1556350611,Focused tertiary parallelism,200 g,Thompson-Smith,"['building', 'note', 'toward', 'generation']","['official', 'language', 'cause']",East Evelynview,compare,Group,Hot yet experience be.,"['city', 'son']",50 g,30,58,d,green,https://dummyimage.com/306x137
7896417225159,published,2022-03-03T01:34:43,https://williams.info/,kmitchell,489908347,380434693,Multi-tiered multi-tasking encoding,300 g,Tyler-Barnes,"['role', 'find', 'pull', 'economy']","['three', 'hot', 'study']",Estradaburgh,might,LLC,Reveal everyone number computer million clear about.,"['evening', 'education']",75 g,80,78,c,position,https://picsum.photos/238/101
7896423421255,published,2021-03-03T13:46:28,http://www.ramsey.com/,jermainescott,956753805,232420842,Re-contextualized dynamic focus group,200 g,Leon Inc,"['wear', 'agency', 'executive', 'become']","['perform', 'government', 'debate']",West John,child,LLC,Increase happy others stock late exist.,"['name', 'factor']",75 g,90,36,a,about,https://placekitten.com/32/121
7896496940950,published,2022-08-17T01:39:36,http://smith.com/,emilygarcia,1637113004,867804945,Stand-alone contextually-based concept,200 g,"Hines, Berry and Gray","['young', 'road', 'themselves', 'memory']","['lay', 'free', 'participant']",West Matthewberg,detail,Ltd,Save point election choice body.,"['machine', 'early']",75 g,90,83,c,type,https://dummyimage.com/29x389
7896702900037,draft,2020-01-14T19:22:24,https://kirk.com/,hunterkaren,966326665,1115912934,Centralized local conglomeration,100 g,Williams-Irwin,"['account', 'easy', 'expect', 'bit']","['opportunity', 'know', 'like']",East Chrisfort,benefit,LLC,Conference require tax kitchen sit friend.,"['several', 'Mrs']",50 g,100,6,b,season,https://picsum.photos/1011/289
7896986237089,draft,2023-05-09T12:44:20,http://www.williams.net/,jennifer87,668716338,220622607,Up-sized empowering collaboration,300 g,Johnson and Sons,"['west', 'figure', 'give', 'computer']","['rich', 'daughter', 'move']",North Susanport,method,PLC,Ask reach hospital hotel smile rise media throw.,"['current', 'discuss']",50 g,20,27,a,development,https://dummyimage.com/719x326
7896102509410,draft,2022-03-12T19:04:41,https://lynch.org/,davidmayo,1066655172,1048207651,Function-based fresh-thinking productivity,300 g,"Kelly, Hess and Evans","['catch', 'summer', 'almost', 'low']","['network', 'whom', 'imagine']",Adamchester,early,LLC,Plant party organization likely agency degree sort.,"['perform', 'maintain']",50 g,70,67,e,choice,https://picsum.photos/916/282
7896183001063,published,2020-04-17T07:43:32,http://carpenter.com/,ernestcontreras,305476245,337963822,Synergized didactic firmware,100 g,Martinez-Mays,"['color', 'cold', 'assume', 'statement']","['fight', 'difficult', 'same']",Hintonberg,sometimes,and Sons,Man instead practice law change report.,"['heavy', 'issue']",100 g,60,66,d,apply,https://dummyimage.com/324x795
7896183001872,draft,2021-03-07T03:57:02,https://wright-king.com/,craig80,240593563,77843272,Optional scalable array,100 g,Nguyen LLC,"['study', 'civil', 'significant', 'pass']","['live', 'doctor', 'song']",Penningtonchester,around,PLC,His entire even forward.,"['total', 'chance']",50 g,100,96,c,own,https://picsum.photos/63/230
7896205722204,draft,2020-01-18T18:03:00,https://www.clarke.com/,madeline52,419489428,1077617988,Balanced grid-enabled portal,200 g,Thompson-Lewis,"['word', 'cover', 'knowledge', 'eye']","['role', 'nature', 'within']",Lake Jameschester,special,and Sons,During account up behavior join.,"['force', 'research']",75 g,60,84,a,by,https://placekitten.com/976/950
7896209400771,published,2020-01-12T09:13:47,https://fuentes-massey.com/,amanda26,1536278466,526185490,Phased empowering access,200 g,Chavez-Serrano,"['miss', 'everybody', 'herself', 'act']","['notice', 'piece', 'plan']",East Michaelmouth,simply,PLC,Generation street trial improve.,"['already', 'go']",50 g,100,87,e,young,https://picsum.photos/977/948
7896214532108,draft,2020-12-24T08:42:12,https://www.mayer.org/,cstewart,1246591832,541910498,Extended system-worthy hierarchy,100 g,Gonzalez Inc,"['store', 'east', 'already', 'war']","['purpose', 'gun', 'total']",Harrisland,someone,Group,White need voice prove.,"['role', 'tax']",50 g,20,23,a,answer,https://placekitten.com/556/49
7896224803052,draft,2020-05-11T09:14:58,http://www.meyer-hunter.net/,jennagreer,847107373,1278645519,Object-based full-range capacity,100 g,Pugh-Ramos,"['any', 'thing', 'sister', 'participant']","['others', 'past', 'market']",West Lisahaven,catch,LLC,Administration today skill born authority.,"['present', 'only']",50 g,90,9,a,method,https://picsum.photos/321/582
7896237500573,published,2021-06-17T06:20:36,http://wright-young.com/,nathanielharrison,840050841,435135205,Public-key discrete knowledge user,300 g,Morales-Fuller,"['rock', 'end', 'specific', 'receive']","['on', 'interesting', 'project']",Frazierport,realize,and Sons,Newspaper understand president bad.,"['condition', 'simply']",50 g,40,16,e,heavy,https://picsum.photos/499/768
7896288960685,published,2022-07-22T11:10:31,https://hamilton-collins.com/,cooperaaron,1151170781,1360432387,Seamless composite task-force,300 g,Sosa Group,"['have', 'they', 'kitchen', 'onto']","['writer', 'bed', 'garden']",Martinezton,street,and Sons,Pattern husband red approach analysis.,"['identify', 'amount']",50 g,40,39,b,team,https://dummyimage.com/290x824
7896290300189,published,2023-06-12T23:16:18,https://martinez.net/,johnsontiffany,1668809200,266805683,Phased fresh-thinking open system,100 g,Gutierrez-Ramos,"['open', 'person', 'study', 'benefit']","['source', 'Congress', 'page']",West Justin,report,Inc,Outside writer stay big of thus.,"['that', 'thought']",50 g,90,32,a,prevent,https://picsum.photos/709/706
7896292300095,draft,2023-05-12T16:49:17,http://www.lynch.com/,jamessullivan,1143959540,1432905714,Universal executive open system,300 g,Lamb-Jones,"['determine', 'medical', 'ready', 'arm']","['final', 'side', 'make']",Port Jacquelineside,trial,LLC,Toward my finish politics.,"['five', 'pressure']",75 g,20,26,d,center,https://picsum.photos/281/95
